one_inch_2_9.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,2,PUMP44@5220-5219,10,2,PUMP34@5010-5009,10,2,2909,9,0.0,no max flow,22.0,0.8,0,for loops a:2 b: 9
one_inch_3_0.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,0,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 0
one_inch_3_1.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,1,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 1
one_inch_3_2.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,2,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 2
one_inch_3_3.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,3,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 3
one_inch_3_4.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,4,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 4
one_inch_3_5.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,5,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 5
one_inch_3_6.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,6,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 6
one_inch_3_7.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,7,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 7
one_inch_3_8.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,8,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 8
one_inch_3_9.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,3,PUMP44@5220-5219,10,3,PUMP34@5010-5009,10,3,2909,9,0.0,no max flow,22.0,0.8,0,for loops a:3 b: 9
one_inch_4_0.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,4,PUMP44@5220-5219,10,4,PUMP34@5010-5009,10,4,2909,0,0.0,no max flow,22.0,0.8,0,for loops a:4 b: 0
