[Polygons]
;;Subcatchment   X-Coord            Y-Coord           
;;-------------- ------------------ ------------------
S1225            13448178.000       320619.656        
S1225            13448193.000       320103.344        
S1230            13448178.000       320619.656        
S1230            13447503.000       320586.156        
S1230            13447467.000       321393.531        
S1230            13447140.000       321386.281        
S1230            13447076.000       322912.344        
S1230            13447057.000       323258.188        
S1230            13446985.000       324619.625        
S1230            13446967.000       325133.406        
S1230            13446973.000       325546.969        
S1230            13446973.000       325565.250        
S1230            13446872.000       327740.250        
S1230            13446868.000       327815.281        
S1230            13446855.000       328095.781        
S1230            13446762.000       329937.406        
S1230            13446673.000       331040.844        
S1230            13448471.000       331113.344        
S1230            13448528.000       330273.812        
S1230            13448236.000       330269.656        
S1230            13448366.000       328548.469        
S1230            13448442.000       327211.375        
S1230            13448529.000       322478.188        
S1230            13448429.000       322163.938        
S1230            13448529.000       320628.000        
S1230            13448178.000       320619.656        
S1310            13452727.000       313754.031        
S1310            13452777.000       312845.625        
S1310            13450941.000       312756.156        
S1310            13448173.000       312654.313        
S1310            13448158.000       313322.625        
S1310            13449142.000       314331.062        
S1310            13449033.000       314476.250        
S1310            13450999.000       314516.219        
S1310            13451025.000       313650.406        
S1310            13452727.000       313754.031        
S1320            13452727.000       313754.031        
S1320            13451025.000       313650.406        
S1320            13450999.000       314516.219        
S1320            13449033.000       314476.250        
S1320            13448385.000       314470.406        
S1320            13448345.000       315293.063        
S1320            13448618.000       315291.594        
S1320            13448757.000       315627.063        
S1320            13448647.000       316147.406        
S1320            13448630.000       317222.250        
S1320            13452486.000       317381.625        
S1320            13452497.000       317166.969        
S1320            13452544.000       316286.219        
S1320            13452569.000       315983.562        
S1320            13452677.000       314653.719        
S1320            13452678.000       314643.750        
S1320            13452727.000       313754.031        
S1335            13452408.000       319750.687        
S1335            13452447.000       318477.594        
S1335            13453071.000       318475.000        
S1335            13453097.000       317732.344        
S1335            13452469.000       317709.531        
S1335            13452485.000       317392.688        
S1335            13452486.000       317381.625        
S1335            13448630.000       317222.250        
S1335            13448619.000       317921.719        
S1335            13448257.000       317903.344        
S1335            13448193.000       320103.344        
S1335            13451916.000       320271.469        
S1335            13452408.000       319750.687        
S1345            13452171.000       335289.188        
S1345            13452224.000       334095.938        
S1345            13452071.000       334092.813        
S1345            13452077.000       333940.531        
S1345            13451831.000       333931.625        
S1345            13451836.000       333790.938        
S1345            13451960.000       333795.250        
S1345            13451993.000       332945.719        
S1345            13452295.000       332952.906        
S1345            13452323.000       332117.437        
S1345            13453280.000       332112.969        
S1345            13453312.000       331317.938        
S1345            13453004.000       331311.500        
S1345            13453047.000       330504.938        
S1345            13451886.000       330474.687        
S1345            13449622.000       330415.687        
S1345            13449629.000       330250.500        
S1345            13451586.000       330298.844        
S1345            13451602.000       329961.031        
S1345            13451878.000       329969.219        
S1345            13451940.000       328659.250        
S1345            13452235.000       328666.938        
S1345            13452253.000       328292.375        
S1345            13452469.000       328297.187        
S1345            13452494.000       327747.656        
S1345            13452280.000       327738.000        
S1345            13452340.000       326251.594        
S1345            13452192.000       326243.750        
S1345            13452249.000       325064.156        
S1345            13452250.000       325053.125        
S1345            13452326.000       323423.187        
S1345            13452326.000       323401.594        
S1345            13452346.000       322499.844        
S1345            13452347.000       322458.812        
S1345            13452387.000       320416.187        
S1345            13452390.000       320321.750        
S1345            13452408.000       319750.687        
S1345            13451916.000       320271.469        
S1345            13448193.000       320103.344        
S1345            13448178.000       320619.656        
S1345            13448529.000       320628.000        
S1345            13448429.000       322163.938        
S1345            13448529.000       322478.188        
S1345            13448442.000       327211.375        
S1345            13448366.000       328548.469        
S1345            13448236.000       330269.656        
S1345            13448528.000       330273.812        
S1345            13448471.000       331113.344        
S1345            13446673.000       331040.844        
S1345            13446505.000       331108.312        
S1345            13446402.000       331102.594        
S1345            13446318.000       332646.625        
S1345            13446899.000       332666.250        
S1345            13446893.000       332717.000        
S1345            13447179.000       332720.500        
S1345            13447183.000       332648.656        
S1345            13447461.000       332659.438        
S1345            13447461.000       332625.656        
S1345            13447755.000       332637.031        
S1345            13447733.000       333134.813        
S1345            13446629.000       333108.000        
S1345            13446594.000       333757.656        
S1345            13446534.000       333953.000        
S1345            13446463.000       334891.625        
S1345            13446419.000       335479.719        
S1345            13448809.000       335599.281        
S1345            13448825.000       335292.969        
S1345            13449074.000       335297.344        
S1345            13449066.000       335496.406        
S1345            13449150.000       335499.781        
S1345            13449153.000       335352.125        
S1345            13449657.000       335367.531        
S1345            13450649.000       335397.844        
S1345            13450975.000       335407.844        
S1345            13450991.000       335408.344        
S1345            13451574.000       335426.156        
S1345            13451579.000       335277.156        
S1345            13452171.000       335289.188        
S1535            13462426.000       320414.562        
S1535            13461736.000       320048.063        
S1535            13459899.000       319074.375        
S1535            13459838.000       319042.125        
S1535            13458828.000       318508.500        
S1535            13458796.000       318491.687        
S1535            13457426.000       317789.906        
S1535            13457412.000       317764.594        
S1535            13457195.000       317378.406        
S1535            13460213.000       315893.812        
S1535            13459430.000       315472.906        
S1535            13459420.000       315467.563        
S1535            13458834.000       315153.031        
S1535            13458384.000       315990.500        
S1535            13458083.000       315831.375        
S1535            13458007.000       315979.000        
S1535            13457876.000       316063.500        
S1535            13458070.000       316441.750        
S1535            13457772.000       316577.219        
S1535            13457601.000       316242.563        
S1535            13457098.000       315994.875        
S1535            13456805.000       316538.687        
S1535            13455950.000       316070.781        
S1535            13456171.000       315674.656        
S1535            13456030.000       315573.687        
S1535            13455947.000       315690.281        
S1535            13455315.000       315316.156        
S1535            13455309.000       315644.562        
S1535            13455175.000       318266.656        
S1535            13455069.000       320746.219        
S1535            13455436.000       320785.500        
S1535            13455974.000       321011.750        
S1535            13456140.000       320704.875        
S1535            13456672.000       320960.406        
S1535            13456816.000       320660.031        
S1535            13457942.000       321223.156        
S1535            13456802.000       323393.031        
S1535            13457044.000       323505.750        
S1535            13456925.000       323734.437        
S1535            13457119.000       323835.719        
S1535            13455647.000       326619.344        
S1535            13455928.000       326769.500        
S1535            13455663.000       327348.781        
S1535            13457485.000       328323.344        
S1535            13457646.000       328435.562        
S1535            13458454.000       327367.313        
S1535            13461601.000       321460.938        
S1535            13461909.000       321610.875        
S1535            13462426.000       320414.562        
S1545            13460399.000       335110.125        
S1545            13460540.000       334819.188        
S1545            13460699.000       334513.562        
S1545            13460807.000       334285.813        
S1545            13460973.000       333983.438        
S1545            13461218.000       333466.469        
S1545            13460911.000       333433.687        
S1545            13460916.000       331901.375        
S1545            13460954.000       330966.219        
S1545            13460226.000       330569.406        
S1545            13459769.000       330329.406        
S1545            13460901.000       328278.937        
S1545            13461252.000       328496.500        
S1545            13461687.000       327721.281        
S1545            13462057.000       327286.250        
S1545            13462623.000       326258.719        
S1545            13462817.000       326036.594        
S1545            13462206.000       325712.312        
S1545            13463246.000       323680.156        
S1545            13462880.000       323484.375        
S1545            13463904.000       321408.781        
S1545            13464361.000       320510.406        
S1545            13463600.000       320118.875        
S1545            13463221.000       320888.344        
S1545            13462533.000       320515.625        
S1545            13462426.000       320414.562        
S1545            13461909.000       321610.875        
S1545            13461601.000       321460.938        
S1545            13458454.000       327367.313        
S1545            13457646.000       328435.562        
S1545            13458493.000       329540.969        
S1545            13457206.000       328903.125        
S1545            13456961.000       329482.375        
S1545            13457566.000       329794.469        
S1545            13457396.000       330691.000        
S1545            13455912.000       330596.625        
S1545            13455912.000       332381.719        
S1545            13455844.000       333365.031        
S1545            13456140.000       333369.406        
S1545            13456077.000       333988.531        
S1545            13455954.000       334933.469        
S1545            13456307.000       334938.750        
S1545            13456276.000       335331.875        
S1545            13457251.000       335324.687        
S1545            13457589.000       335268.344        
S1545            13457602.000       334994.188        
S1545            13457872.000       334998.187        
S1545            13457851.000       335439.063        
S1545            13458650.000       335480.438        
S1545            13459254.000       335511.750        
S1545            13459274.000       335056.781        
S1545            13459573.000       335061.219        
S1545            13460399.000       335110.125        
S1550            13463246.000       323680.156        
S1550            13462206.000       325712.312        
S1550            13462817.000       326036.594        
S1550            13462623.000       326258.719        
S1550            13462057.000       327286.250        
S1550            13461687.000       327721.281        
S1550            13461252.000       328496.500        
S1550            13460901.000       328278.937        
S1550            13459769.000       330329.406        
S1550            13460226.000       330569.406        
S1550            13460954.000       330966.219        
S1550            13460916.000       331901.375        
S1550            13460911.000       333433.687        
S1550            13461218.000       333466.469        
S1550            13461233.000       332389.125        
S1550            13461268.000       331805.719        
S1550            13461605.000       330900.219        
S1550            13461722.000       330427.906        
S1550            13462135.000       329997.563        
S1550            13462549.000       329310.094        
S1550            13464051.000       326491.187        
S1550            13463461.000       326262.563        
S1550            13464490.000       324347.125        
S1550            13463246.000       323680.156        
S1570            13464863.000       326389.344        
S1570            13464989.000       326200.844        
S1570            13465395.000       326443.313        
S1570            13465743.000       326630.250        
S1570            13466207.000       326877.031        
S1570            13466943.000       327250.125        
S1570            13467753.000       327686.219        
S1570            13468554.000       328105.219        
S1570            13469363.000       328542.188        
S1570            13470075.000       328950.969        
S1570            13470092.178       328959.908        
S1570            13471768.560       325716.000        
S1570            13471047.450       325366.371        
S1570            13471047.450       325365.947        
S1570            13470208.602       324936.999        
S1570            13470151.608       324993.993        
S1570            13469334.693       324557.039        
S1570            13469556.030       324179.464        
S1570            13469657.659       324006.096        
S1570            13469980.626       324139.082        
S1570            13470007.482       324151.661        
S1570            13469983.654       324097.197        
S1570            13469737.104       323912.284        
S1570            13470452.101       322519.272        
S1570            13470045.292       322322.031        
S1570            13470501.411       321348.156        
S1570            13470004.837       321093.335        
S1570            13469564.518       320867.382        
S1570            13469567.140       320862.615        
S1570            13469562.000       320859.906        
S1570            13469301.000       321333.875        
S1570            13469198.000       321276.875        
S1570            13467814.000       323739.469        
S1570            13467715.000       323694.969        
S1570            13468515.000       322042.562        
S1570            13467807.000       321688.625        
S1570            13466936.000       323321.906        
S1570            13465396.000       322549.594        
S1570            13465530.000       322281.844        
S1570            13464853.000       321918.062        
S1570            13464668.000       321818.844        
S1570            13464224.000       321580.562        
S1570            13463904.000       321408.781        
S1570            13462880.000       323484.375        
S1570            13463246.000       323680.156        
S1570            13464490.000       324347.125        
S1570            13463461.000       326262.563        
S1570            13464051.000       326491.187        
S1570            13462549.000       329310.094        
S1570            13462135.000       329997.563        
S1570            13461722.000       330427.906        
S1570            13461605.000       330900.219        
S1570            13461268.000       331805.719        
S1570            13461233.000       332389.125        
S1570            13461218.000       333466.469        
S1570            13461685.000       332616.125        
S1570            13461776.000       332440.312        
S1570            13461910.000       332182.594        
S1570            13462200.000       331610.469        
S1570            13462326.000       331391.437        
S1570            13462477.000       331100.562        
S1570            13462616.000       330817.031        
S1570            13462721.000       330653.187        
S1570            13462820.000       330444.219        
S1570            13462963.000       330153.594        
S1570            13463101.000       329909.469        
S1570            13463202.000       329703.031        
S1570            13463381.000       329374.500        
S1570            13463457.000       329136.937        
S1570            13463618.000       328811.406        
S1570            13463926.000       328200.031        
S1570            13464069.000       327973.031        
S1570            13464229.000       327581.844        
S1570            13464378.000       327322.094        
S1570            13464569.000       326997.250        
S1570            13464669.000       326750.875        
S1570            13470203.000       337446.438        
S1570            13470272.000       336499.312        
S1570            13470540.000       336638.750        
S1570            13471446.000       334896.031        
S1570            13471300.000       333417.094        
S1570            13472201.000       333002.656        
S1570            13472762.000       331866.031        
S1570            13471835.000       331379.188        
S1570            13470803.000       333033.250        
S1570            13470578.000       333402.219        
S1570            13470409.000       333668.500        
S1570            13470305.000       333833.188        
S1570            13470169.000       334054.813        
S1570            13469662.000       334880.469        
S1570            13468693.000       336489.187        
S1570            13468190.000       337295.719        
S1570            13468556.000       337383.469        
S1570            13468856.000       337279.656        
S1570            13470203.000       337446.438        
S1571            13471835.000       331379.188        
S1571            13472122.000       330886.313        
S1571            13472283.000       330631.219        
S1571            13472508.652       330194.172        
S1571            13470085.971       328971.918        
S1571            13470092.178       328959.908        
S1571            13470075.000       328950.969        
S1571            13469363.000       328542.188        
S1571            13468554.000       328105.219        
S1571            13467753.000       327686.219        
S1571            13466943.000       327250.125        
S1571            13466207.000       326877.031        
S1571            13465743.000       326630.250        
S1571            13465395.000       326443.313        
S1571            13464989.000       326200.844        
S1571            13464863.000       326389.344        
S1571            13464669.000       326750.875        
S1571            13464569.000       326997.250        
S1571            13464378.000       327322.094        
S1571            13464229.000       327581.844        
S1571            13464069.000       327973.031        
S1571            13463926.000       328200.031        
S1571            13463618.000       328811.406        
S1571            13463457.000       329136.937        
S1571            13463381.000       329374.500        
S1571            13463202.000       329703.031        
S1571            13463101.000       329909.469        
S1571            13462963.000       330153.594        
S1571            13462820.000       330444.219        
S1571            13462721.000       330653.187        
S1571            13462616.000       330817.031        
S1571            13462477.000       331100.562        
S1571            13462326.000       331391.437        
S1571            13462200.000       331610.469        
S1571            13461910.000       332182.594        
S1571            13461776.000       332440.312        
S1571            13461685.000       332616.125        
S1571            13461218.000       333466.469        
S1571            13460973.000       333983.438        
S1571            13460807.000       334285.813        
S1571            13460699.000       334513.562        
S1571            13460540.000       334819.188        
S1571            13460399.000       335110.125        
S1571            13460404.000       335438.000        
S1571            13461024.000       335447.312        
S1571            13461532.000       335745.563        
S1571            13464010.000       337006.000        
S1571            13464862.000       337067.594        
S1571            13465078.000       337090.969        
S1571            13465856.000       337136.531        
S1571            13465422.000       336838.000        
S1571            13465779.000       336284.219        
S1571            13467050.000       336959.875        
S1571            13467235.000       337224.406        
S1571            13467451.000       337255.156        
S1571            13467694.000       337267.500        
S1571            13468190.000       337295.719        
S1571            13468693.000       336489.187        
S1571            13469662.000       334880.469        
S1571            13470169.000       334054.813        
S1571            13470305.000       333833.188        
S1571            13470409.000       333668.500        
S1571            13470578.000       333402.219        
S1571            13470803.000       333033.250        
S1571            13471835.000       331379.188        
S1601            13477898.753       305038.039        
S1601            13478231.855       304520.985        
S1601            13478353.719       304277.258        
S1601            13478447.866       304117.493        
S1601            13478520.048       303995.003        
S1601            13478518.625       303992.039        
S1601            13478959.148       303226.590        
S1601            13478368.824       302962.235        
S1601            13478367.562       302964.251        
S1601            13478151.436       303309.258        
S1601            13477893.402       303226.907        
S1601            13477832.173       303362.121        
S1601            13477788.802       303456.516        
S1601            13477872.992       303476.926        
S1601            13477630.626       303925.940        
S1601            13477601.112       303910.199        
S1601            13477276.291       304491.967        
S1601            13477230.806       304531.766        
S1601            13476990.842       304699.742        
S1601            13476982.134       304705.837        
S1601            13476981.365       304712.755        
S1601            13476988.351       304705.837        
S1601            13477230.806       304904.775        
S1601            13477231.953       304908.675        
S1601            13477231.953       304919.357        
S1601            13477240.142       304913.557        
S1601            13477760.240       305242.040        
S1601            13477891.653       305033.827        
S1601            13477898.753       305038.039        
S160120          13476990.683       307586.111        
S160120          13476906.589       307511.720        
S160120          13477510.829       307191.828        
S160120          13477637.770       307054.732        
S160120          13477719.440       306875.837        
S160120          13477440.944       306742.824        
S160120          13477370.073       306870.393        
S160120          13477020.439       306714.475        
S160120          13477015.313       306726.184        
S160120          13476559.171       307768.155        
S160120          13476562.622       307766.699        
S160120          13476990.683       307586.111        
S160121          13475034.718       310683.651        
S160121          13474795.023       310574.076        
S160121          13475124.928       309786.803        
S160121          13475477.326       309936.760        
S160121          13476092.148       308474.682        
S160121          13475769.741       308339.721        
S160121          13475874.711       308159.773        
S160121          13475884.363       308155.666        
S160121          13475815.396       308082.388        
S160121          13475007.408       308470.222        
S160121          13474996.576       308475.421        
S160121          13474890.130       308729.255        
S160121          13474988.388       308786.573        
S160121          13474505.285       310113.060        
S160121          13474382.462       310039.367        
S160121          13474079.498       310890.939        
S160121          13473661.900       312012.721        
S160121          13473652.836       312016.889        
S160121          13473661.900       312020.910        
S160121          13473620.960       312135.545        
S160121          13473751.971       312192.862        
S160121          13474276.015       312413.943        
S160121          13474276.561       312414.185        
S160121          13474773.931       311279.734        
S160121          13475034.718       310683.651        
S160123          13474890.130       308729.255        
S160123          13473511.772       309422.242        
S160123          13473510.257       309420.727        
S160123          13473495.208       309453.374        
S160123          13473454.069       309537.332        
S160123          13473300.123       309876.583        
S160123          13473179.451       310138.364        
S160123          13473037.334       310452.093        
S160123          13473038.678       310452.732        
S160123          13473041.313       310453.987        
S160123          13473069.203       310467.267        
S160123          13474079.498       310890.939        
S160123          13474382.462       310039.367        
S160123          13474505.285       310113.060        
S160123          13474988.388       308786.573        
S160123          13474890.130       308729.255        
S160145          13473751.971       312192.862        
S160145          13473620.960       312135.545        
S160145          13473661.900       312020.910        
S160145          13473652.836       312016.889        
S160145          13472658.964       311576.059        
S160145          13472646.564       311570.559        
S160145          13472645.075       311574.206        
S160145          13472643.997       311576.845        
S160145          13472419.281       312127.011        
S160145          13472409.107       312151.921        
S160145          13472408.637       312151.725        
S160145          13471425.334       311742.015        
S160145          13471328.265       311701.570        
S160145          13471179.373       312025.476        
S160145          13470861.538       312716.906        
S160145          13470902.479       312929.799        
S160145          13470755.092       312995.305        
S160145          13470452.128       313666.737        
S160145          13470779.656       313797.748        
S160145          13470540.311       314342.259        
S160145          13471467.464       314944.095        
S160145          13471983.321       315206.117        
S160145          13471984.934       315212.278        
S160145          13471986.184       315209.617        
S160145          13472554.111       315873.427        
S160145          13472564.682       315869.361        
S160145          13472474.612       315443.575        
S160145          13472523.742       315075.106        
S160145          13473751.971       312192.862        
S160160          13470412.230       318572.515        
S160160          13470407.566       318570.042        
S160160          13471984.934       315212.278        
S160160          13471983.321       315206.117        
S160160          13471467.464       314944.095        
S160160          13470540.311       314342.259        
S160160          13470534.010       314338.169        
S160160          13469313.969       313871.442        
S160160          13469305.781       313896.006        
S160160          13468505.385       315799.761        
S160160          13468504.552       315801.359        
S160160          13468003.858       316761.874        
S160160          13468239.269       316915.403        
S160160          13468171.787       317063.862        
S160160          13468085.740       317253.166        
S160160          13467727.507       317109.873        
S160160          13467717.271       317222.460        
S160160          13467799.501       317287.072        
S160160          13468003.858       317447.636        
S160160          13468011.800       317451.356        
S160160          13469375.258       318089.567        
S160160          13470409.127       318573.512        
S160160          13470412.230       318572.515        
S160161          13473191.886       316629.070        
S160161          13473189.685       316616.306        
S160161          13472554.111       315873.427        
S160161          13471986.184       315209.617        
S160161          13471984.934       315212.278        
S160161          13470407.566       318570.042        
S160161          13470412.230       318572.515        
S160161          13470676.794       318712.349        
S160161          13470729.430       318642.168        
S160161          13471943.168       319272.200        
S160161          13472230.388       318660.699        
S160161          13473175.435       316613.096        
S160161          13473191.886       316629.070        
S160170          13474884.335       308734.452        
S160170          13475007.408       308470.222        
S160170          13475307.727       307771.237        
S160170          13476085.606       306100.845        
S160170          13476273.935       305847.011        
S160170          13477385.410       305879.463        
S160170          13477388.966       305871.639        
S160170          13477394.043       305871.708        
S160170          13477500.674       305653.301        
S160170          13477760.240       305242.040        
S160170          13477230.806       304904.775        
S160170          13476985.796       304702.419        
S160170          13476759.174       305077.145        
S160170          13476536.614       305337.244        
S160170          13476381.091       305297.023        
S160170          13476115.628       305723.372        
S160170          13475662.465       305727.394        
S160170          13475115.451       305738.120        
S160170          13475112.922       305738.019        
S160170          13474981.379       305732.757        
S160170          13474979.780       305736.588        
S160170          13474978.471       305736.545        
S160170          13474546.309       306764.568        
S160170          13474525.534       306813.377        
S160170          13474423.639       307054.707        
S160170          13474390.184       307135.955        
S160170          13474307.819       307331.884        
S160170          13474693.952       307474.143        
S160170          13474155.398       308673.188        
S160170          13474046.990       308759.822        
S160170          13474023.409       308775.956        
S160170          13473731.828       308971.937        
S160170          13473729.175       308977.274        
S160170          13473728.155       308977.972        
S160170          13473681.090       309074.024        
S160170          13473510.257       309420.727        
S160170          13473511.772       309422.242        
S160175          13475884.363       308155.666        
S160175          13476227.110       308009.816        
S160175          13476234.520       308012.885        
S160175          13476519.525       307784.881        
S160175          13476559.171       307768.155        
S160175          13477015.313       306726.184        
S160175          13477008.142       306709.451        
S160175          13477385.410       305879.463        
S160175          13476273.935       305847.011        
S160175          13476085.606       306100.845        
S160175          13475307.727       307771.237        
S160175          13475004.765       308467.233        
S160175          13475007.408       308470.222        
S160175          13475815.396       308082.388        
S160175          13475884.363       308155.666        
S160180          13474079.498       310890.939        
S160180          13473069.203       310467.267        
S160180          13473041.313       310453.987        
S160180          13473038.678       310452.732        
S160180          13472547.906       311534.247        
S160180          13472643.997       311576.845        
S160180          13472645.075       311574.206        
S160180          13472646.564       311570.559        
S160180          13472658.964       311576.059        
S160180          13473652.836       312016.889        
S160180          13473661.900       312012.721        
S160180          13474079.498       310890.939        
S1605            13480215.943       303817.236        
S1605            13480215.623       303816.054        
S1605            13480074.206       303665.210        
S1605            13478961.730       303222.105        
S1605            13478961.715       303222.131        
S1605            13478960.314       303224.565        
S1605            13478959.148       303226.590        
S1605            13478518.625       303992.039        
S1605            13478520.048       303995.003        
S1605            13478521.281       303992.909        
S1605            13478983.347       303947.211        
S1605            13479384.482       303967.521        
S1605            13479714.234       304155.227        
S1605            13479727.087       304154.513        
S1605            13479947.348       304283.631        
S1605            13479951.645       304281.157        
S1605            13480212.480       303816.054        
S1605            13480215.943       303817.236        
S160500          13479017.804       305865.093        
S160500          13479114.681       305689.504        
S160500          13479913.990       304361.299        
S160500          13479915.130       304361.959        
S160500          13479957.733       304289.719        
S160500          13479947.348       304283.631        
S160500          13479727.087       304154.513        
S160500          13479714.234       304155.227        
S160500          13479714.529       304155.394        
S160500          13479713.433       304157.280        
S160500          13479496.190       304531.140        
S160500          13479145.832       304322.957        
S160500          13478495.893       305394.341        
S160500          13478486.540       305395.676        
S160500          13478460.349       305434.962        
S160500          13478770.086       305617.757        
S160500          13478632.990       305831.018        
S160500          13478272.476       305810.707        
S160500          13478247.088       305891.950        
S160500          13478516.204       306018.891        
S160500          13478515.827       306019.741        
S160500          13478601.691       306043.427        
S160500          13478717.014       305860.501        
S160500          13479017.804       305865.093        
S160520          13478515.827       306019.741        
S160520          13478516.204       306018.891        
S160520          13478247.088       305891.950        
S160520          13478272.476       305810.707        
S160520          13478632.990       305831.018        
S160520          13478770.086       305617.757        
S160520          13478460.349       305434.962        
S160520          13478486.540       305395.676        
S160520          13478490.816       305389.263        
S160520          13477898.753       305038.039        
S160520          13477891.653       305033.827        
S160520          13477760.240       305242.040        
S160520          13477500.674       305653.301        
S160520          13477394.043       305871.708        
S160520          13477764.712       305876.717        
S160520          13477597.149       306242.308        
S160520          13477949.766       306371.314        
S160520          13477957.662       306354.016        
S160520          13478307.924       306488.732        
S160520          13478515.827       306019.741        
S160530          13477949.766       306371.314        
S160530          13477597.149       306242.308        
S160530          13477764.712       305876.717        
S160530          13477394.043       305871.708        
S160530          13477388.966       305871.639        
S160530          13477385.410       305879.463        
S160530          13477008.142       306709.451        
S160530          13477015.313       306726.184        
S160530          13477020.439       306714.475        
S160530          13477370.073       306870.393        
S160530          13477440.944       306742.824        
S160530          13477719.440       306875.837        
S160530          13477720.887       306872.667        
S160530          13477949.766       306371.314        
S160540          13477590.541       308123.132        
S160540          13477044.374       307612.431        
S160540          13476999.387       307582.440        
S160540          13476990.683       307586.111        
S160540          13476562.622       307766.699        
S160540          13476559.171       307768.155        
S160540          13476519.525       307784.881        
S160540          13476234.520       308012.885        
S160540          13477429.394       308507.804        
S160540          13477590.541       308123.132        
S160555          13477886.603       309764.474        
S160555          13478393.669       308885.286        
S160555          13478496.025       308716.700        
S160555          13478508.493       308696.164        
S160555          13478503.472       308692.929        
S160555          13477600.718       308111.153        
S160555          13477596.656       308108.536        
S160555          13477590.541       308123.132        
S160555          13477429.394       308507.804        
S160555          13477387.271       308608.358        
S160555          13476786.133       309979.491        
S160555          13476638.822       310331.757        
S160555          13476630.783       310350.981        
S160555          13476927.975       310506.331        
S160555          13477151.613       310637.883        
S160555          13477157.622       310641.418        
S160555          13477394.025       310249.666        
S160555          13477556.129       310337.472        
S160555          13477886.603       309764.474        
S160570          13477151.613       310637.883        
S160570          13476927.975       310506.331        
S160570          13476630.783       310350.981        
S160570          13476638.822       310331.757        
S160570          13476624.495       310334.145        
S160570          13476407.058       310873.990        
S160570          13476400.761       310871.516        
S160570          13476411.014       310895.867        
S160570          13475637.633       312611.981        
S160570          13475588.967       312712.558        
S160570          13476123.113       313057.945        
S160570          13476986.815       311499.894        
S160570          13476890.848       311403.927        
S160570          13477071.492       311070.865        
S160570          13476969.880       311003.124        
S160570          13477150.524       310653.127        
S160570          13477151.613       310637.883        
S1609            13481135.850       304137.511        
S1609            13481133.259       304130.313        
S1609            13480215.943       303817.236        
S1609            13480212.480       303816.054        
S1609            13479951.645       304281.157        
S1609            13479947.348       304283.631        
S1609            13479957.733       304289.719        
S1609            13479915.130       304361.959        
S1609            13480717.276       304826.569        
S1609            13480705.891       304848.288        
S1609            13480718.437       304827.968        
S1609            13481135.850       304137.511        
S160900          13480438.941       305329.078        
S160900          13480458.793       305319.675        
S160900          13480461.233       305315.020        
S160900          13480705.891       304848.288        
S160900          13480717.276       304826.569        
S160900          13479915.130       304361.959        
S160900          13479913.990       304361.299        
S160900          13479114.681       305689.504        
S160900          13479017.804       305865.093        
S160900          13479172.279       305867.451        
S160900          13479758.900       305876.407        
S160900          13479810.597       305816.758        
S160900          13479675.390       305721.318        
S160900          13480088.963       305104.935        
S160900          13480431.943       305324.596        
S160900          13480438.941       305329.078        
S160910          13479485.799       306567.995        
S160910          13479496.440       306560.393        
S160910          13479711.180       306166.704        
S160910          13479878.200       306266.120        
S160910          13480013.406       306027.521        
S160910          13480049.197       305959.917        
S160910          13479858.317       305880.384        
S160910          13480088.963       305546.344        
S160910          13480244.053       305637.808        
S160910          13480442.886       305331.605        
S160910          13480438.941       305329.078        
S160910          13480431.943       305324.596        
S160910          13480088.963       305104.935        
S160910          13479675.390       305721.318        
S160910          13479810.597       305816.758        
S160910          13479758.900       305876.407        
S160910          13479172.279       305867.451        
S160910          13479017.804       305865.093        
S160910          13478717.014       305860.501        
S160910          13478601.691       306043.427        
S160910          13478515.827       306019.741        
S160910          13478307.924       306488.732        
S160910          13478353.719       306506.346        
S160910          13478434.961       306663.753        
S160910          13478456.006       306684.797        
S160910          13478735.536       306558.557        
S160910          13479485.799       306567.995        
S1613            13481523.125       305310.326        
